model,year,mileage_km,engine_size_l,fuel_type,transmission,body_condition,color,previous_owners,price_million_toman
Samand,2009,,1.8,petrol,automatic,major_paint,blue,4,151.8
Toyota Corolla,2020,143900.0,1.8,petrol,automatic,major_paint,black,1,2063.2
Peugeot Pars,2019,122800.0,1.8,petrol,manual,intact,white,2,503.1
Pride,2011,302600.0,1.3,petrol_lpg,automatic,intact,black,5,93.9
Shahin,2009,312600.0,1.5,petrol_lpg,MANUAL,major_paint,red,2,255.8
Shahin,2026,0.0,1.5,petrol_lpg,manual,major_paint,white,5,774.1
Tiba,2021,165100.0,1.5,petrol,manual,minor_paint,grey,1,278.4
Dena,2007,,1.7,petrol,automatic,intact,silver,3,318.8
Peugeot Pars,2020,88400.0,1.8,petrol,manual,minor_paint,white,5,503.8
Peugeot 206,2018,178000.0,1.4,petrol,MANUAL,intact,grey,4,335.6
Peugeot 206,2019,,1.4,petrol,automatic,intact,grey,5,422.3
Toyota Corolla,2011,258100.0,1.8,petrol,manual,accident_repaired,grey,3,801.5
Quik,2017,186000.0,1.5,petrol,manual,intact,black,5,219.0
Pride,2014,,1.3,petrol_lpg,manual,intact,white,3,118.6
Toyota Corolla,2007,335200.0,1.8,petrol,manual,intact,red,1,1022.8
Rana,2013,271200.0,1.6,petrol,manual,major_paint, blue ,1,236.9
Hyundai Accent,2006,354100.0,1.6,petrol,manual,minor_paint,black,2,662.9
Tiba,2018,163000.0,1.5,petrol_lpg,manual,intact,silver,1,199.4
Quik,2009,,1.5,petrol,manual,intact,black,3,142.1
Samand,2007,268400.0,1.8,petrol,manual,intact,silver,5,172.3
Peugeot 206,2012,239100.0,1.4,petrol,manual,intact,grey,1,251.3
Shahin,2024,63500.0,1.5,petrol,manual,intact,silver,3,824.3
Samand,2016,202900.0,1.8,petrol_lpg,manual,minor_paint,black,3,233.8
Toyota Corolla,2026,17300.0,1.8,petrol,manual,major_paint,silver,1,2285.0
Tiba,2014,165000.0,1.5,petrol,manual,accident_repaired,black,5,98.1
Rana,2014,255700.0,1.6,petrol,manual,major_paint,white,5,213.3
Quik,2011,301000.0,1.5,petrol,manual,minor_paint,red,1,153.2
Dena,2011,241100.0,1.7,petrol,manual,major_paint,red,2,302.4
Tiba,2008,317900.0,1.5,petrol,manual,intact,black,4,97.9
Pride,2020,126300.0,1.3,petrol,manual,minor_paint,black,3,165.6
Kia Cerato,2020,117200.0,2.0,petrol_lpg,manual,intact,red,2,1872.1
Quik,2019,106500.0,1.5,petrol,manual,minor_paint,white,4,285.9
Kia Cerato,2025,22800.0,2.0,petrol,automatic,minor_paint,white,2,2330.1
Pride,2020,94400.0,1.3,petrol,manual,major_paint,blue,3,170.8
Hyundai Accent,2026,0.0,1.6,petrol,manual,major_paint,black,2,2023.6
Shahin,2010,309800.0,1.5,petrol,MANUAL,minor_paint,silver,2,325.0
Dena,2015,201700.0,1.7,petrol_lpg,manual,minor_paint,black,1,452.9
Peugeot 206,2010,,1.4,petrol,automatic,intact,grey,2,250.4
Kia Cerato,2024,32000.0,2.0,petrol,manual,intact,silver,5,2278.3
Hyundai Accent,2020,112500.0,1.6,petrol,automatic,intact,white,1,2067.7
Samand,2015,174900.0,1.8,petrol_lpg,automatic,major_paint,white,3,230.2
Dena,2012,245800.0,1.7,petrol_lpg,manual,intact,white,4,365.8
Dena,2015,217100.0,1.7,petrol,manual,accident_repaired,grey,4,296.3
Kia Cerato,2024,50900.0,2.0,petrol_lpg,manual,minor_paint, silver ,2,2033.1
Shahin,2005,434800.0,1.5,petrol,manual,minor_paint,white,4,225.4
Samand,2007,361400.0,1.8,petrol,manual,accident_repaired, red ,4,88.4
Kia Cerato,2016,173800.0,2.0,petrol,manual,intact,blue,3,1462.9
Peugeot 206,2025,0.0,1.4,petrol,manual,intact,white,5,703.8
Hyundai Accent,2016,197600.0,1.6,petrol,manual,intact,white,1,1275.5
Dena,2007,379700.0,1.7,petrol,automatic,major_paint,red,4,218.2
Pride,2022,102800.0,1.3,petrol_lpg,manual,minor_paint,white,4,196.4
Samand,2013,219300.0,1.8,petrol,manual,major_paint,white,4,193.4
Dena,2014,238900.0,1.7,petrol_lpg,manual,intact,blue,4,365.9
Toyota Corolla,2011,253000.0,1.8,petrol,automatic,intact,silver,2,1593.7
Peugeot Pars,2017,121100.0,1.8,petrol,manual,minor_paint, white ,3,365.4
Quik,2007,347500.0,1.5,petrol,manual,minor_paint,black,5,123.6
Dena,2024,,1.7,petrol,manual,minor_paint,silver,5,744.5
Peugeot Pars,2010,,1.8,petrol,manual,accident_repaired,red,1,144.0
Hyundai Accent,2020,99300.0,1.6,petrol_lpg,manual,accident_repaired,white,3,1021.4
Toyota Corolla,2021,131300.0,1.8,petrol,manual,intact,black,1,2198.1
Shahin,2013,263300.0,1.5,petrol,manual,minor_paint,blue,5,373.6
Tiba,2012,254900.0,1.5,petrol_lpg,manual,,blue,4,124.3
Tiba,2012,262200.0,1.5,petrol,manual,minor_paint,black,2,137.3
Pride,2024,86300.0,1.3,petrol,manual,intact,silver,5,210.4
Hyundai Accent,2014,202200.0,1.6,petrol_lpg,manual,major_paint,blue,3,832.9
Kia Cerato,2023,75500.0,2.0,petrol,automatic,accident_repaired,white,4,1610.3
Quik,2009,,1.5,petrol,manual,intact,red,3,113.7
Tiba,2022,59600.0,1.5,petrol_lpg,manual,minor_paint,red,1,299.1
Rana,2011,287200.0,1.6,petrol,manual,accident_repaired,white,2,171.8
Toyota Corolla,2025,0.0,1.8,petrol,automatic,minor_paint,silver,1,3436.8
Rana,2024,52500.0,1.6,petrol,automatic,major_paint,white,5,547.5
Hyundai Accent,2017,207500.0,1.6,petrol_lpg,automatic,intact,silver,4,1532.6
Pride,2026,0.0,1.3,petrol,automatic,intact,silver,1,355.5
Quik,2024,47200.0,1.5,petrol,manual,minor_paint,silver,3,395.1
Quik,2010,306400.0,1.5,petrol,automatic,major_paint,silver,1,142.6
Rana,2017,135700.0,1.6,petrol,automatic,intact, white ,3,467.9
Rana,2006,387700.0,1.6,petrol_lpg,manual,intact,black,2,169.4
Peugeot Pars,2013,277500.0,1.8,petrol,manual,minor_paint,grey,4,252.6
Peugeot Pars,2008,306600.0,1.8,petrol,MANUAL,intact,grey,2,210.0
Kia Cerato,2009,258400.0,2.0,petrol,manual,major_paint,silver,4,845.8
Quik,2018,184900.0,1.5,petrol,automatic,major_paint, black ,1,255.8
Quik,2007,333200.0,1.5,petrol_lpg,manual,major_paint,grey,3,99.2
Tiba,2026,0.0,1.5,petrol_lpg,automatic,minor_paint,blue,2,416.0
Shahin,2019,125100.0,1.5,petrol,automatic,minor_paint,white,5,732.2
Hyundai Accent,2024,24100.0,1.6,petrol,automatic,intact, white ,4,2558.0
Hyundai Accent,2009,334100.0,1.6,petrol,MANUAL,major_paint,grey,5,607.8
Dena,2018,,1.7,petrol,manual,intact,white,1,632.7
Hyundai Accent,2005,368600.0,1.6,petrol_lpg,manual,accident_repaired,red,1,432.7
Kia Cerato,2009,279700.0,2.0,petrol,automatic,intact,black,5,1102.5
Tiba,2012,219400.0,1.5,petrol,MANUAL,intact,grey,2,142.6
Pride,2006,358400.0,1.3,petrol,automatic,minor_paint,white,1,67.9
Tiba,2007,317000.0,1.5,petrol,automatic,intact,white,2,114.2
Samand,2017,170700.0,1.8,petrol_lpg,automatic,minor_paint,black,1,323.7
Kia Cerato,2022,68900.0,2.0,petrol,manual,minor_paint,silver,3,2162.8
Shahin,2023,53400.0,1.5,petrol_lpg,manual,intact,grey,3,795.1
Peugeot 206,2015,172000.0,1.4,petrol_lpg,manual,minor_paint,silver,5,260.6
Shahin,2013,241200.0,1.5,petrol,manual,major_paint,white,4,319.9
Peugeot Pars,2005,430400.0,1.8,petrol,manual,intact,grey,1,164.1
Toyota Corolla,2005,379000.0,1.8,petrol,manual,,white,3,756.9
Rana,2020,69800.0,1.6,petrol,manual,accident_repaired,white,3,386.0
Pride,2014,253300.0,1.3,petrol,manual,intact,white,4,119.9
Toyota Corolla,2006,358600.0,1.8,petrol,MANUAL,minor_paint,white,1,877.6
Toyota Corolla,2020,190900.0,1.8,petrol,manual,major_paint,silver,2,1714.9
Pride,2011,288900.0,1.3,petrol,manual,major_paint, white ,3,69.0
Quik,2024,20100.0,1.5,petrol_lpg,MANUAL,minor_paint,blue,1,416.0
Quik,2022,107700.0,1.5,petrol,manual,intact, black ,2,405.8
Dena,2021,147700.0,1.7,petrol_lpg,automatic,minor_paint,grey,1,685.1
Dena,2006,384600.0,1.7,petrol_lpg,automatic,minor_paint,silver,3,225.6
Peugeot 206,2026,31600.0,1.4,petrol,automatic,intact,white,5,682.7
Toyota Corolla,2014,175900.0,1.8,petrol,manual,minor_paint,grey,3,1511.1
Pride,2016,,1.3,petrol,manual,minor_paint,white,5,124.3
Tiba,2008,,1.5,petrol,manual,minor_paint,white,2,98.9
Toyota Corolla,2006,373200.0,1.8,petrol_lpg,manual,accident_repaired,white,1,681.5
Tiba,2009,321700.0,1.5,petrol,manual,major_paint,silver,1,96.5
Toyota Corolla,2018,,1.8,petrol,automatic,intact, blue ,2,2103.6
Quik,2023,108800.0,1.5,petrol_lpg,manual,minor_paint,red,1,323.7
Samand,2015,207300.0,1.8,petrol,manual,intact,grey,5,248.8
Shahin,2018,137100.0,1.5,petrol,manual,intact,silver,1,701.5
Dena,2023,47500000.0,1.7,petrol,automatic,accident_repaired, grey ,3,619.5
Pride,2021,55900.0,1.3,petrol_lpg,automatic,intact,grey,4,236.6
Dena,2010,,1.7,petrol,automatic,minor_paint,white,3,310.2
Toyota Corolla,2019,123100.0,1.8,petrol_lpg,manual,intact,silver,1,2258.6
Peugeot Pars,2005,408500.0,1.8,petrol,manual,intact,silver,4,186.5
Samand,2005,378700.0,1.8,petrol,manual,intact, white ,4,112.7
Peugeot Pars,2008,298800.0,1.8,petrol,manual,, grey ,5,135.6
Toyota Corolla,2007,375900.0,1.8,petrol,MANUAL,intact,silver,5,802.4
Peugeot Pars,2008,335800.0,1.8,petrol_lpg,automatic,intact,black,4,225.3
Pride,2021,83200.0,1.3,petrol_lpg,manual,minor_paint,silver,4,177.8
Dena,2017,127900.0,1.7,petrol,manual,intact, silver ,4,500.8
Quik,2018,140600.0,1.5,petrol,manual,intact,black,4,278.8
Samand,2016,149300.0,1.8,petrol_lpg,manual,,silver,1,284.9
Peugeot Pars,2020,97900.0,1.8,petrol,manual,major_paint,white,2,415.7
Peugeot Pars,2008,330800.0,1.8,petrol_lpg,manual,minor_paint,grey,1,194.5
Quik,2006,357300.0,1.5,petrol,manual,minor_paint,white,1,121.1
Rana,2007,314300.0,1.6,petrol,automatic,accident_repaired, white ,3,166.2
Pride,2005,360800.0,1.3,petrol,automatic,intact,grey,5,60.8
Hyundai Accent,2010,297300.0,1.6,petrol,automatic,intact,white,5,906.3
Toyota Corolla,2026,0.0,1.8,petrol_lpg,manual,intact,silver,5,2441.5
Dena,2026,3700.0,1.7,petrol,manual,minor_paint,grey,3,854.0
Kia Cerato,2016,205700.0,2.0,petrol,manual,accident_repaired,white,2,904.9
Quik,2019,156900.0,1.5,petrol,automatic,major_paint, silver ,4,236.7
Quik,2012,277300.0,1.5,petrol,manual,intact,grey,1,182.1
Tiba,2006,,1.5,petrol,manual,major_paint,blue,2,71.2
Hyundai Accent,2007,359500.0,1.6,petrol,manual,intact,white,4,745.6
Hyundai Accent,2013,222000.0,1.6,petrol,manual,major_paint,red,5,813.0
Samand,2012,248200.0,1.8,petrol,manual,intact,white,4,244.4
Toyota Corolla,2020,103300.0,1.8,petrol_lpg,manual,minor_paint,silver,2,1756.3
Rana,2021,70800.0,1.6,petrol_lpg,automatic,intact,silver,5,497.4
Hyundai Accent,2016,179000.0,1.6,petrol_lpg,manual,major_paint,red,2,911.6
Shahin,2005,393200.0,1.5,petrol,AUTOMATIC,intact,black,4,259.7
Toyota Corolla,2007,320000.0,1.8,petrol,automatic,minor_paint,silver,2,1225.5
Hyundai Accent,2005,373600000.0,1.6,petrol,automatic,accident_repaired,silver,3,441.9
Peugeot 206,2008,298100.0,1.4,petrol,manual,,black,2,134.7
Peugeot Pars,2009,369600.0,1.8,petrol,MANUAL,minor_paint,white,4,199.9
Samand,2014,221600.0,1.8,petrol,manual,major_paint,white,1,206.4
Hyundai Accent,2024,69700.0,1.6,petrol,manual,intact,silver,4,1640.3
Samand,2009,300900.0,1.8,petrol_lpg,MANUAL,minor_paint,red,4,143.0
Dena,2016,173900.0,1.7,petrol,automatic,intact,blue,4,479.1
Dena,2014,222700.0,1.7,petrol_lpg,manual,minor_paint,silver,5,349.7
Rana,2026,7500.0,1.6,petrol,MANUAL,intact,silver,5,657.8
Samand,2012,291300.0,1.8,petrol,manual,intact,silver,5,187.8
Toyota Corolla,2010,318300.0,1.8,petrol_lpg,manual,major_paint,white,4,848.9
Samand,2022,65100.0,1.8,petrol,manual,intact,silver,2,478.3
Quik,2014,216200.0,1.5,petrol,manual,,grey,4,173.2
Tiba,2012,238400.0,1.5,petrol_lpg,manual,intact,white,4,131.7
Samand,2006,367000.0,1.8,petrol,manual,intact,white,1,141.2
Pride,2012,239700.0,1.3,petrol,automatic,minor_paint,grey,1,121.6
Peugeot Pars,2016,219600.0,1.8,petrol,manual,minor_paint,silver,2,305.4
Dena,2012,268800.0,1.7,petrol,manual,intact,silver,2,387.4
Peugeot 206,2017,185000.0,1.4,petrol,automatic,intact,black,5,387.4
Toyota Corolla,2026,0.0,1.8,petrol,AUTOMATIC,intact,silver,1,3735.7
Tiba,2005,393500.0,1.5,petrol,automatic,intact, grey ,2,81.1
Quik,2006,371300.0,1.5,petrol,manual,accident_repaired,white,1,82.9
Tiba,2008,317500.0,1.5,petrol,manual,intact,silver,1,103.9
Toyota Corolla,2014,178800.0,1.8,petrol,automatic,intact,blue,1,2090.2
Rana,2007,332900.0,1.6,petrol_lpg,automatic,intact,white,4,200.9
Tiba,2012,228800.0,1.5,petrol,MANUAL,intact,white,3,150.3
Pride,2018,176500.0,1.3,petrol,manual,minor_paint,silver,3,139.1
Hyundai Accent,2025,17900.0,1.6,petrol,manual,minor_paint,grey,2,1832.0
Toyota Corolla,2010,297400.0,1.8,petrol,manual,accident_repaired,silver,1,874.5
Rana,2013,232200.0,1.6,petrol,automatic,intact,white,3,337.5
Samand,2007,391800.0,1.8,petrol,automatic,intact,red,2,164.2
Pride,2020,123800.0,1.3,petrol_lpg,manual,major_paint,grey,2,139.6
Hyundai Accent,2012,241300.0,1.6,petrol,automatic,minor_paint,grey,1,1055.9
Quik,2006,436400.0,1.5,petrol,manual,intact,grey,2,107.9
Pride,2025,43700.0,1.3,petrol_lpg,manual,,silver,1,263.0
Dena,2025,0.0,1.7,petrol,automatic,intact,white,2,1207.2
Toyota Corolla,2008,329800.0,1.8,petrol,manual,accident_repaired,white,1,839.1
Tiba,2010,290200.0,1.5,petrol,manual,accident_repaired,black,4,82.3
Kia Cerato,2026,54300.0,2.0,petrol,AUTOMATIC,minor_paint,silver,3,2812.2
Samand,2010,266900.0,1.8,petrol_lpg,manual,accident_repaired,blue,1,116.4
Pride,2020,144000.0,1.3,petrol,MANUAL,accident_repaired,red,5,116.6
Tiba,2009,335100.0,1.5,petrol,manual,minor_paint,black,4,87.7
Peugeot 206,2015,222300.0,1.4,petrol,automatic,intact,silver,5,324.0
Samand,2013,211500.0,1.8,petrol,manual,,grey,1,245.8
Hyundai Accent,2005,367300.0,1.6,petrol,manual,intact,grey,3,618.0
Peugeot 206,2019,183300.0,1.4,petrol,manual,major_paint,white,1,330.4
Shahin,2007,350700.0,1.5,petrol,manual,minor_paint,black,3,260.4
Tiba,2005,401600.0,1.5,petrol,manual,intact,white,1,85.8
Samand,2020,77500.0,1.8,petrol_lpg,manual,minor_paint,silver,1,347.5
Quik,2016,191000.0,1.5,petrol,manual,minor_paint,white,2,231.5
Pride,2005,400600.0,1.3,petrol,automatic,intact,white,5,67.3
Pride,2020,169000.0,1.3,petrol,MANUAL,major_paint,blue,3,128.9
Hyundai Accent,2010,300800.0,1.6,petrol,manual,minor_paint,white,3,665.4
Dena,2012,295400.0,1.7,petrol_lpg,manual,intact,silver,5,311.8
Peugeot 206,2022,90200.0,1.4,petrol,manual,intact,white,3,480.3
Samand,2009,311900.0,1.8,petrol,automatic,intact,red,4,196.4
Toyota Corolla,2026,37100.0,1.8,petrol,manual,accident_repaired,white,3,1817.1
Tiba,2026,1800.0,1.5,petrol,manual,minor_paint,black,4,366.3
Quik,2021,75600.0,1.5,petrol,MANUAL,intact,black,3,359.8
Tiba,2020,86100.0,1.5,petrol,manual,intact,black,1,277.8
Peugeot 206,2015,178200.0,1.4,petrol,manual,major_paint,white,5,252.4
Toyota Corolla,2022,113300.0,1.8,petrol_lpg,manual,intact,silver,3,2349.3
Tiba,2026,20500.0,1.5,petrol,automatic,minor_paint,white,5,413.6
Dena,2005,,1.7,petrol_lpg,manual,intact,black,3,204.8
Tiba,2023,80300.0,1.5,petrol_lpg,manual,accident_repaired,white,1,215.4
Tiba,2011,254000.0,1.5,petrol_lpg,manual,intact,red,4,107.7
Peugeot Pars,2014,186500.0,1.8,petrol_lpg,automatic,minor_paint,white,1,350.1
Dena,2015,224900.0,1.7,petrol,automatic,intact,blue,5,434.9
Samand,2023,65600.0,1.8,petrol,manual,intact, silver ,2,495.2
Peugeot 206,2020,146200.0,1.4,petrol,manual,,black,3,462.3
Samand,2025,66000.0,1.8,petrol_lpg,automatic,intact,grey,4,479.0
Samand,2009,294700.0,1.8,petrol,manual,major_paint,blue,3,135.3
Hyundai Accent,2020,102600.0,1.6,petrol,manual,minor_paint,silver,4,1488.3
Samand,2021,106500.0,1.8,petrol_lpg,manual,intact,grey,5,368.4
Hyundai Accent,2020,103200.0,1.6,petrol,automatic,accident_repaired,white,4,1170.5
Dena,2006,380400.0,1.7,petrol_lpg,manual,intact,red,1,238.0
Quik,2013,201500.0,1.5,petrol,manual,intact,silver,4,188.0
Quik,2020,107000.0,1.5,petrol,manual,intact,white,2,317.9
Kia Cerato,2020,44200.0,2.0,petrol,manual,minor_paint,blue,1,2008.9
Toyota Corolla,2015,222600.0,1.8,petrol,automatic,intact,blue,5,1756.0
Dena,2009,298100.0,1.7,petrol_lpg,AUTOMATIC,intact,white,2,347.6
Peugeot Pars,2006,350100.0,1.8,petrol,manual,intact,blue,4,170.9
Dena,2016,192900.0,1.7,petrol_lpg,manual,intact,black,5,437.6
Quik,2013,242800.0,1.5,petrol,manual,intact,white,2,236.2
Dena,2010,291700.0,1.7,petrol,automatic,major_paint,red,5,250.9
Hyundai Accent,2006,369000.0,1.6,petrol_lpg,manual,minor_paint,silver,1,645.4
Peugeot Pars,2018,135100.0,1.8,petrol,manual,intact,white,5,389.7
Quik,2019,160300.0,1.5,petrol_lpg,automatic,,white,2,231.3
Rana,2012,281200.0,1.6,petrol,manual,accident_repaired,black,4,166.7
Samand,2011,288200.0,1.8,petrol,manual,major_paint,blue,3,159.8
Samand,2021,85500.0,1.8,petrol,manual,minor_paint,red,1,375.7
Shahin,2024,36700.0,1.5,petrol,manual,intact,white,3,793.8
Dena,2008,373000.0,1.7,petrol,automatic,minor_paint,red,5,243.4
Rana,2014,231900.0,1.6,petrol,manual,minor_paint,silver,2,295.7
Dena,2026,0.0,1.7,petrol,manual,minor_paint,black,5,831.6
Quik,2026,0.0,1.5,petrol_lpg,manual,intact,black,5,445.9
Tiba,2005,415400.0,1.5,petrol,manual,intact,red,5,70.0
Samand,2014,254200.0,1.8,petrol,manual,accident_repaired,white,5,155.6
Peugeot 206,2010,295300.0,1.4,petrol,manual,intact,red,2,230.2
Kia Cerato,2019,120000.0,2.0,petrol,automatic,intact,black,3,2174.2
Hyundai Accent,2019,122400.0,1.6,petrol,MANUAL,major_paint,white,3,1221.5
Hyundai Accent,2008,321000.0,1.6,petrol,manual,minor_paint,blue,1,717.0
Shahin,2008,315400.0,1.5,petrol_lpg,manual,minor_paint,blue,5,233.6
Peugeot 206,2005,364300.0,1.4,petrol,manual,intact,white,5,149.6
Hyundai Accent,2016,176700.0,1.6,petrol,automatic,minor_paint,silver,3,1282.5
Shahin,2016,199200.0,1.5,petrol_lpg,manual,minor_paint,silver,3,502.9
Toyota Corolla,2006,339100.0,1.8,petrol_lpg,manual,intact, silver ,4,949.5
Samand,2011,249900.0,1.8,petrol_lpg,automatic,intact,blue,4,207.5
Quik,2005,420300.0,1.5,petrol,automatic,minor_paint,blue,1,95.4
Pride,2026,19000.0,1.3,petrol,manual,minor_paint,grey,2,255.9
Pride,2011,269900.0,1.3,petrol,automatic,,silver,4,102.5
Hyundai Accent,2026,0.0,1.6,petrol,automatic,intact,red,4,2314.4
Samand,2026,2900.0,1.8,petrol,automatic,minor_paint,silver,3,678.7
Dena,2011,290300.0,1.7,petrol,automatic,minor_paint,grey,4,334.5
Dena,2010,293300.0,1.7,petrol_lpg,MANUAL,intact,silver,1,298.3
Peugeot 206,2012,251900.0,1.4,petrol,manual,major_paint,white,5,213.1
Shahin,2016,178400.0,1.5,petrol,manual,intact,white,1,497.3
Rana,2025,0.0,1.6,petrol_lpg,manual,accident_repaired,red,4,460.1
Samand,2017,181700.0,1.8,petrol_lpg,manual,minor_paint,black,5,254.1
Rana,2008,366700.0,1.6,petrol,automatic,minor_paint,black,5,212.5
Pride,2014,144200.0,1.3,petrol_lpg,automatic,minor_paint,white,5,126.2
Tiba,2014,220500.0,1.5,petrol,manual,minor_paint,white,4,147.2
Rana,2008,282300.0,1.6,petrol,MANUAL,major_paint,blue,5,184.7
Rana,2008,324900.0,1.6,petrol,manual,minor_paint,blue,2,158.4
Shahin,2016,171600.0,1.5,petrol_lpg,manual,minor_paint,black,2,512.6
Peugeot Pars,2025,14700.0,1.8,petrol,automatic,accident_repaired,silver,1,646.5
Shahin,2013,249000.0,1.5,petrol,manual,minor_paint,black,1,414.8
Toyota Corolla,2020,99700.0,1.8,petrol,automatic,minor_paint,black,4,1964.7
Samand,2007,361400.0,1.8,petrol,manual,intact,white,4,134.5
Tiba,2025,64900.0,1.5,petrol_lpg,manual,major_paint,black,4,271.7
Peugeot 206,2008,327200.0,1.4,petrol,manual,minor_paint,black,3,161.4
Rana,2025,17800.0,1.6,petrol,manual,intact,blue,5,633.1
Kia Cerato,2025,51300.0,2.0,petrol,automatic,intact,silver,5,2413.8
Dena,2014,231800.0,1.7,petrol,manual,intact,white,5,417.3
Peugeot Pars,2025,22700.0,1.8,petrol,manual,accident_repaired,black,3,459.7
Tiba,2013,244300.0,1.5,petrol,manual,intact,black,2,161.2
Peugeot 206,2022,90900.0,1.4,petrol,manual,major_paint,grey,2,391.8
Pride,2022,40700.0,1.3,petrol_lpg,manual,intact,black,5,229.7
Shahin,2021,87200.0,1.5,petrol,manual,intact,silver,4,683.1
Peugeot Pars,2010,326600.0,1.8,petrol,manual,minor_paint,white,5,218.2
Dena,2020,113000.0,1.7,petrol,manual,,silver,5,617.2
Tiba,2013,193500.0,1.5,petrol,manual,minor_paint,silver,1,168.3
Peugeot 206,2008,334000.0,1.4,petrol,automatic,intact,black,4,206.4
Kia Cerato,2021,91700.0,2.0,petrol,automatic,accident_repaired,white,1,1624.6
Hyundai Accent,2013,,1.6,petrol_lpg,manual,minor_paint,grey,1,952.6
Dena,2015,160100.0,1.7,petrol_lpg,automatic,minor_paint,black,2,453.9
Tiba,2019,104900.0,1.5,petrol,manual,minor_paint,white,4,238.0
Pride,2019,104400.0,1.3,petrol,manual,minor_paint,white,4,159.2
Kia Cerato,2025,54100.0,2.0,petrol,MANUAL,minor_paint,red,5,1947.5
Samand,2006,,1.8,petrol_lpg,automatic,major_paint,grey,1,127.7
Hyundai Accent,2006,377000.0,1.6,petrol,manual,major_paint,blue,4,569.8
Peugeot Pars,2008,276000.0,1.8,petrol,manual,accident_repaired,silver,2,160.8
Hyundai Accent,2010,,1.6,petrol,manual,intact, blue ,1,933.2
Dena,2019,159700.0,1.7,petrol,manual,intact,black,1,660.6
Tiba,2011,258100.0,1.5,petrol_lpg,manual,minor_paint,white,4,126.9
Samand,2009,290700.0,1.8,petrol,manual,intact,white,2,224.7
Hyundai Accent,2006,355200.0,1.6,petrol,manual,minor_paint,black,1,689.5
Shahin,2021,91300.0,1.5,petrol,automatic,intact,silver,3,717.6
Peugeot 206,2012,245700.0,1.4,petrol_lpg,automatic,intact,grey,4,269.0
Peugeot 206,2015,203300.0,1.4,petrol,automatic,intact,white,5,308.7
Kia Cerato,2013,236700.0,2.0,petrol_lpg,manual,major_paint,white,5,966.4
Kia Cerato,2011,257900.0,2.0,petrol,manual,minor_paint,white,1,1078.3
Peugeot Pars,2008,307200.0,1.8,petrol,manual,intact,blue,4,223.9
Dena,2012,234200.0,1.7,petrol_lpg,manual,intact,grey,4,356.0
Quik,2006,362600.0,1.5,petrol,manual,major_paint,silver,3,88.4
Tiba,2026,900.0,1.5,petrol_lpg,manual,,white,1,443.8
Rana,2014,,1.6,petrol_lpg,automatic,minor_paint,blue,2,301.4
Dena,2025,86200.0,1.7,petrol_lpg,manual,intact,white,5,720.3
Samand,2014,248200.0,1.8,petrol_lpg,manual,intact,blue,3,181.9
Shahin,2007,335900.0,1.5,petrol,manual,major_paint,white,3,229.2
Peugeot Pars,2025,55600.0,1.8,petrol,manual,minor_paint,white,5,598.4
Shahin,2022,,1.5,petrol,automatic,intact,white,1,883.9
Rana,2014,209000.0,1.6,petrol,manual,major_paint,black,2,262.0
Toyota Corolla,2012,226100.0,1.8,petrol,manual,minor_paint,blue,5,1212.7
Pride,2012,,1.3,petrol_lpg,manual,intact,white,5,93.6
Dena,2014,253200.0,1.7,petrol,manual,major_paint,silver,3,335.0
Peugeot 206,2012,223800.0,1.4,petrol,manual,major_paint,white,1,230.5
Pride,2005,,1.3,petrol,manual,intact,blue,5,60.0
Pride,2012,236300.0,1.3,petrol_lpg,manual,minor_paint,black,5,94.9
Samand,2022,84400.0,1.8,petrol,automatic,intact,white,1,556.7
Kia Cerato,2026,11200.0,2.0,petrol,manual,accident_repaired,red,1,1875.9
Rana,2009,319100.0,1.6,petrol,MANUAL,intact,black,2,216.8
Peugeot Pars,2008,338200.0,1.8,petrol_lpg,manual,intact,silver,3,181.2
Samand,2006,362800.0,1.8,petrol,manual,intact,white,2,152.0
Rana,2026,14500.0,1.6,petrol,MANUAL,minor_paint,silver,4,688.2
Rana,2024,51300.0,1.6,petrol,automatic,minor_paint,black,3,639.4
Quik,2008,390100.0,1.5,petrol,manual,minor_paint,white,5,104.2
Kia Cerato,2025,23900.0,2.0,petrol_lpg,manual,intact,blue,1,2318.2
Peugeot 206,2022,52600.0,1.4,petrol,manual,minor_paint,white,5,497.5
Rana,2007,335100000.0,1.6,petrol,automatic,minor_paint,silver,1,188.9
Shahin,2017,218800.0,1.5,petrol_lpg,automatic,,black,4,563.5
Pride,2013,240600.0,1.3,petrol,automatic,minor_paint,blue,2,125.9
Shahin,2024,18200.0,1.5,petrol,manual,accident_repaired,blue,4,606.7
Pride,2024,0.0,1.3,petrol_lpg,manual,minor_paint,silver,4,219.3
Rana,2005,430700.0,1.6,petrol_lpg,AUTOMATIC,intact,white,5,156.4
Peugeot Pars,2026,10200.0,1.8,petrol,manual,major_paint, silver ,3,588.2
Hyundai Accent,2016,211500.0,1.6,petrol,manual,intact,black,2,1185.0
Toyota Corolla,2011,311900.0,1.8,petrol,automatic,minor_paint,silver,5,1151.9
Samand,2015,211800.0,1.8,petrol_lpg,automatic,major_paint,white,3,203.5
Tiba,2005,367500.0,1.5,petrol,automatic,minor_paint,black,5,83.4
Tiba,2010,287000.0,1.5,petrol,automatic,major_paint,white,1,120.9
Hyundai Accent,2022,76600.0,1.6,petrol,manual,major_paint,white,3,1256.4
Shahin,2011,294500.0,1.5,petrol,manual,major_paint,grey,1,287.1
